serial:  1 cards:  J3J9J 	type:   	hand_value:  1 rank_card_on_index:  [ 1, 3, 1, 9, 1 ] card_count:  { '3': 1, '9': 1 } bid:  552
serial:  735 cards:  53535 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 3, 5, 3, 5 ] card_count:  { '3': 2, '5': 3 } bid:  603
serial:  736 cards:  55445 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 5, 4, 4, 5 ] card_count:  { '4': 2, '5': 3 } bid:  299
serial:  737 cards:  555TT 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 5, 5, 10, 10 ] card_count:  { '5': 3, T: 2 } bid:  513
serial:  738 cards:  55KKJ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 5, 13, 13, 1 ] card_count:  { '5': 2, K: 2 } bid:  101
serial:  739 cards:  55A5A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 5, 14, 5, 14 ] card_count:  { '5': 3, A: 2 } bid:  303
serial:  740 cards:  57575 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 7, 5, 7, 5 ] card_count:  { '5': 3, '7': 2 } bid:  231
serial:  741 cards:  59595 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 9, 5, 9, 5 ] card_count:  { '5': 3, '9': 2 } bid:  49
serial:  742 cards:  5TTJ5 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 10, 10, 1, 5 ] card_count:  { '5': 2, T: 2 } bid:  797
serial:  743 cards:  63636 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 3, 6, 3, 6 ] card_count:  { '3': 2, '6': 3 } bid:  809
serial:  744 cards:  64J46 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 4, 1, 4, 6 ] card_count:  { '4': 2, '6': 2 } bid:  426
serial:  745 cards:  64464 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 4, 4, 6, 4 ] card_count:  { '4': 3, '6': 2 } bid:  801
serial:  746 cards:  65566 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 5, 5, 6, 6 ] card_count:  { '5': 2, '6': 3 } bid:  225
serial:  747 cards:  66J55 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 6, 1, 5, 5 ] card_count:  { '5': 2, '6': 2 } bid:  870
serial:  748 cards:  66868 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 6, 8, 6, 8 ] card_count:  { '6': 3, '8': 2 } bid:  700
serial:  749 cards:  66AA6 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 6, 14, 14, 6 ] card_count:  { '6': 3, A: 2 } bid:  938
serial:  750 cards:  67667 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 7, 6, 6, 7 ] card_count:  { '6': 3, '7': 2 } bid:  807
serial:  751 cards:  6TTJ6 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 10, 10, 1, 6 ] card_count:  { '6': 2, T: 2 } bid:  989
serial:  752 cards:  6Q66Q 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 12, 6, 6, 12 ] card_count:  { '6': 3, Q: 2 } bid:  301
serial:  753 cards:  6K6KJ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 6, 13, 6, 13, 1 ] card_count:  { '6': 2, K: 2 } bid:  954
serial:  754 cards:  7JA7A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 7, 1, 14, 7, 14 ] card_count:  { '7': 2, A: 2 } bid:  473
serial:  755 cards:  73337 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 7, 3, 3, 3, 7 ] card_count:  { '3': 3, '7': 2 } bid:  28
serial:  756 cards:  77474 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 7, 7, 4, 7, 4 ] card_count:  { '4': 2, '7': 3 } bid:  60
serial:  757 cards:  77KJK 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 7, 7, 13, 1, 13 ] card_count:  { '7': 2, K: 2 } bid:  804
serial:  758 cards:  7K7K7 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 7, 13, 7, 13, 7 ] card_count:  { '7': 3, K: 2 } bid:  241
serial:  759 cards:  8J8AA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 1, 8, 14, 14 ] card_count:  { '8': 2, A: 2 } bid:  277
serial:  760 cards:  83J38 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 3, 1, 3, 8 ] card_count:  { '3': 2, '8': 2 } bid:  287
serial:  761 cards:  85558 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 5, 5, 5, 8 ] card_count:  { '5': 3, '8': 2 } bid:  78
serial:  762 cards:  85885 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 5, 8, 8, 5 ] card_count:  { '5': 2, '8': 3 } bid:  599
serial:  763 cards:  86688 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 6, 6, 8, 8 ] card_count:  { '6': 2, '8': 3 } bid:  747
serial:  764 cards:  88222 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 8, 2, 2, 2 ] card_count:  { '2': 3, '8': 2 } bid:  862
serial:  765 cards:  88228 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 8, 2, 2, 8 ] card_count:  { '2': 2, '8': 3 } bid:  10
serial:  766 cards:  88444 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 8, 4, 4, 4 ] card_count:  { '4': 3, '8': 2 } bid:  778
serial:  767 cards:  89899 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 8, 9, 8, 9, 9 ] card_count:  { '8': 2, '9': 3 } bid:  139
serial:  768 cards:  92292 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 2, 2, 9, 2 ] card_count:  { '2': 3, '9': 2 } bid:  582
serial:  769 cards:  966J9 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 6, 6, 1, 9 ] card_count:  { '6': 2, '9': 2 } bid:  637
serial:  770 cards:  97779 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 7, 7, 7, 9 ] card_count:  { '7': 3, '9': 2 } bid:  475
serial:  771 cards:  99JAA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 9, 1, 14, 14 ] card_count:  { '9': 2, A: 2 } bid:  464
serial:  772 cards:  99339 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 9, 3, 3, 9 ] card_count:  { '3': 2, '9': 3 } bid:  791
serial:  773 cards:  99966 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 9, 9, 6, 6 ] card_count:  { '6': 2, '9': 3 } bid:  269
serial:  774 cards:  9Q9JQ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 12, 9, 1, 12 ] card_count:  { '9': 2, Q: 2 } bid:  113
serial:  775 cards:  9KK99 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 13, 13, 9, 9 ] card_count:  { '9': 3, K: 2 } bid:  649
serial:  776 cards:  9AAA9 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 9, 14, 14, 14, 9 ] card_count:  { '9': 2, A: 3 } bid:  656
serial:  777 cards:  TJ9T9 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 1, 9, 10, 9 ] card_count:  { '9': 2, T: 2 } bid:  15
serial:  778 cards:  T22JT 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 2, 2, 1, 10 ] card_count:  { '2': 2, T: 2 } bid:  607
serial:  779 cards:  T333T 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 3, 3, 3, 10 ] card_count:  { '3': 3, T: 2 } bid:  273
serial:  780 cards:  T4JT4 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 4, 1, 10, 4 ] card_count:  { '4': 2, T: 2 } bid:  850
serial:  781 cards:  T44T4 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 4, 4, 10, 4 ] card_count:  { '4': 3, T: 2 } bid:  6
serial:  782 cards:  T777T 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 7, 7, 7, 10 ] card_count:  { '7': 3, T: 2 } bid:  524
serial:  783 cards:  T888T 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 8, 8, 8, 10 ] card_count:  { '8': 3, T: 2 } bid:  967
serial:  784 cards:  T99TT 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 9, 9, 10, 10 ] card_count:  { '9': 2, T: 3 } bid:  394
serial:  785 cards:  T9T99 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 9, 10, 9, 9 ] card_count:  { '9': 3, T: 2 } bid:  324
serial:  786 cards:  TT77T 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 10, 7, 7, 10 ] card_count:  { '7': 2, T: 3 } bid:  384
serial:  787 cards:  TTT66 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 10, 10, 6, 6 ] card_count:  { '6': 2, T: 3 } bid:  33
serial:  788 cards:  TTKTK 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 10, 13, 10, 13 ] card_count:  { K: 2, T: 3 } bid:  108
serial:  789 cards:  TTKKJ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 10, 13, 13, 1 ] card_count:  { K: 2, T: 2 } bid:  90
serial:  790 cards:  TQTQQ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 12, 10, 12, 12 ] card_count:  { Q: 3, T: 2 } bid:  681
serial:  791 cards:  TAATT 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 14, 14, 10, 10 ] card_count:  { T: 3, A: 2 } bid:  629
serial:  792 cards:  TAATA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 10, 14, 14, 10, 14 ] card_count:  { A: 3, T: 2 } bid:  916
serial:  793 cards:  Q8J8Q 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 8, 1, 8, 12 ] card_count:  { '8': 2, Q: 2 } bid:  137
serial:  794 cards:  Q8Q8Q 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 8, 12, 8, 12 ] card_count:  { '8': 2, Q: 3 } bid:  417
serial:  795 cards:  Q99Q9 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 9, 9, 12, 9 ] card_count:  { '9': 3, Q: 2 } bid:  977
serial:  796 cards:  QTJTQ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 10, 1, 10, 12 ] card_count:  { Q: 2, T: 2 } bid:  783
serial:  797 cards:  QTQTT 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 10, 12, 10, 10 ] card_count:  { T: 3, Q: 2 } bid:  371
serial:  798 cards:  QQ222 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 12, 2, 2, 2 ] card_count:  { '2': 3, Q: 2 } bid:  838
serial:  799 cards:  QQ99Q 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 12, 9, 9, 12 ] card_count:  { '9': 2, Q: 3 } bid:  300
serial:  800 cards:  QKKQJ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 12, 13, 13, 12, 1 ] card_count:  { Q: 2, K: 2 } bid:  487
serial:  801 cards:  K6KK6 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 13, 6, 13, 13, 6 ] card_count:  { '6': 2, K: 3 } bid:  655
serial:  802 cards:  K88KK 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 13, 8, 8, 13, 13 ] card_count:  { '8': 2, K: 3 } bid:  515
serial:  803 cards:  KK33K 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 13, 13, 3, 3, 13 ] card_count:  { '3': 2, K: 3 } bid:  543
serial:  804 cards:  KKK55 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 13, 13, 13, 5, 5 ] card_count:  { '5': 2, K: 3 } bid:  348
serial:  805 cards:  KKAJA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 13, 13, 14, 1, 14 ] card_count:  { A: 2, K: 2 } bid:  933
serial:  806 cards:  A2J2A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 2, 1, 2, 14 ] card_count:  { '2': 2, A: 2 } bid:  595
serial:  807 cards:  A44AA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 4, 4, 14, 14 ] card_count:  { '4': 2, A: 3 } bid:  867
serial:  808 cards:  A55JA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 5, 5, 1, 14 ] card_count:  { '5': 2, A: 2 } bid:  926
serial:  809 cards:  A55AA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 5, 5, 14, 14 ] card_count:  { '5': 2, A: 3 } bid:  144
serial:  810 cards:  A888A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 8, 8, 8, 14 ] card_count:  { '8': 3, A: 2 } bid:  987
serial:  811 cards:  A8A8A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 8, 14, 8, 14 ] card_count:  { '8': 2, A: 3 } bid:  204
serial:  812 cards:  A999A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 9, 9, 9, 14 ] card_count:  { '9': 3, A: 2 } bid:  694
serial:  813 cards:  AAJQQ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 14, 1, 12, 12 ] card_count:  { Q: 2, A: 2 } bid:  194
serial:  814 cards:  AAKKK 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 14, 13, 13, 13 ] card_count:  { K: 3, A: 2 } bid:  981
serial:  815 cards:  AAA22 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 14, 14, 14, 2, 2 ] card_count:  { '2': 2, A: 3 } bid:  697
serial:  816 cards:  JJ559 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 1, 5, 5, 9 ] card_count:  { '5': 2, '9': 1 } bid:  196
serial:  817 cards:  JJKTK 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 1, 13, 10, 13 ] card_count:  { K: 2, T: 1 } bid:  964
serial:  818 cards:  J222Q 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 2, 2, 2, 12 ] card_count:  { '2': 3, Q: 1 } bid:  403
serial:  819 cards:  J22QJ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 2, 2, 12, 1 ] card_count:  { '2': 2, Q: 1 } bid:  367
serial:  820 cards:  J2822 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 2, 8, 2, 2 ] card_count:  { '2': 3, '8': 1 } bid:  907
serial:  821 cards:  J3337 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 3, 3, 3, 7 ] card_count:  { '3': 3, '7': 1 } bid:  751
serial:  822 cards:  J4448 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 4, 4, 4, 8 ] card_count:  { '4': 3, '8': 1 } bid:  89
serial:  823 cards:  J4544 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 4, 5, 4, 4 ] card_count:  { '4': 3, '5': 1 } bid:  934
serial:  824 cards:  J4TTT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 4, 10, 10, 10 ] card_count:  { '4': 1, T: 3 } bid:  895
serial:  825 cards:  J6JAA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 6, 1, 14, 14 ] card_count:  { '6': 1, A: 2 } bid:  341
serial:  826 cards:  J6466 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 6, 4, 6, 6 ] card_count:  { '4': 1, '6': 3 } bid:  568
serial:  827 cards:  J877J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 8, 7, 7, 1 ] card_count:  { '7': 2, '8': 1 } bid:  617
serial:  828 cards:  J8868 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 8, 8, 6, 8 ] card_count:  { '6': 1, '8': 3 } bid:  597
serial:  829 cards:  J8883 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 8, 8, 8, 3 ] card_count:  { '3': 1, '8': 3 } bid:  905
serial:  830 cards:  J8Q8J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 8, 12, 8, 1 ] card_count:  { '8': 2, Q: 1 } bid:  456
serial:  831 cards:  J9J44 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 9, 1, 4, 4 ] card_count:  { '4': 2, '9': 1 } bid:  450
serial:  832 cards:  J92J2 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 9, 2, 1, 2 ] card_count:  { '2': 2, '9': 1 } bid:  717
serial:  833 cards:  J9299 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 9, 2, 9, 9 ] card_count:  { '2': 1, '9': 3 } bid:  605
serial:  834 cards:  J9993 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 9, 9, 9, 3 ] card_count:  { '3': 1, '9': 3 } bid:  331
serial:  835 cards:  JQJQ2 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 12, 1, 12, 2 ] card_count:  { '2': 1, Q: 2 } bid:  654
serial:  836 cards:  JA4JA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 14, 4, 1, 14 ] card_count:  { '4': 1, A: 2 } bid:  984
serial:  837 cards:  JAAA8 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 1, 14, 14, 14, 8 ] card_count:  { '8': 1, A: 3 } bid:  924
serial:  838 cards:  22J92 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 2, 1, 9, 2 ] card_count:  { '2': 3, '9': 1 } bid:  630
serial:  839 cards:  22262 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 2, 2, 6, 2 ] card_count:  { '2': 4, '6': 1 } bid:  782
serial:  840 cards:  22522 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 2, 5, 2, 2 ] card_count:  { '2': 4, '5': 1 } bid:  644
serial:  841 cards:  22922 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 2, 9, 2, 2 ] card_count:  { '2': 4, '9': 1 } bid:  405
serial:  842 cards:  23222 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 3, 2, 2, 2 ] card_count:  { '2': 4, '3': 1 } bid:  368
serial:  843 cards:  25J55 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 5, 1, 5, 5 ] card_count:  { '2': 1, '5': 3 } bid:  362
serial:  844 cards:  2TTTT 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 10, 10, 10, 10 ] card_count:  { '2': 1, T: 4 } bid:  798
serial:  845 cards:  2QQJQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 12, 12, 1, 12 ] card_count:  { '2': 1, Q: 3 } bid:  335
serial:  846 cards:  2AAAJ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 2, 14, 14, 14, 1 ] card_count:  { '2': 1, A: 3 } bid:  953
serial:  847 cards:  3J339 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 1, 3, 3, 9 ] card_count:  { '3': 3, '9': 1 } bid:  498
serial:  848 cards:  32J22 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 2, 1, 2, 2 ] card_count:  { '2': 3, '3': 1 } bid:  691
serial:  849 cards:  32333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 2, 3, 3, 3 ] card_count:  { '2': 1, '3': 4 } bid:  468
serial:  850 cards:  33J34 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 3, 1, 3, 4 ] card_count:  { '3': 3, '4': 1 } bid:  904
serial:  851 cards:  33JK3 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 3, 1, 13, 3 ] card_count:  { '3': 3, K: 1 } bid:  425
serial:  852 cards:  33343 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 3, 3, 4, 3 ] card_count:  { '3': 4, '4': 1 } bid:  399
serial:  853 cards:  33KJJ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 3, 13, 1, 1 ] card_count:  { '3': 2, K: 1 } bid:  959
serial:  854 cards:  33A33 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 3, 14, 3, 3 ] card_count:  { '3': 4, A: 1 } bid:  388
serial:  855 cards:  38333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 8, 3, 3, 3 ] card_count:  { '3': 4, '8': 1 } bid:  58
serial:  856 cards:  39333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 9, 3, 3, 3 ] card_count:  { '3': 4, '9': 1 } bid:  701
serial:  857 cards:  39999 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 9, 9, 9, 9 ] card_count:  { '3': 1, '9': 4 } bid:  521
serial:  858 cards:  3Q333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 12, 3, 3, 3 ] card_count:  { '3': 4, Q: 1 } bid:  106
serial:  859 cards:  3K333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 3, 13, 3, 3, 3 ] card_count:  { '3': 4, K: 1 } bid:  337
serial:  860 cards:  4JJ43 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 1, 1, 4, 3 ] card_count:  { '3': 1, '4': 2 } bid:  209
serial:  861 cards:  4J4JQ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 1, 4, 1, 12 ] card_count:  { '4': 2, Q: 1 } bid:  928
serial:  862 cards:  44244 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 2, 4, 4 ] card_count:  { '2': 1, '4': 4 } bid:  817
serial:  863 cards:  44443 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 4, 4, 3 ] card_count:  { '3': 1, '4': 4 } bid:  53
serial:  864 cards:  44446 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 4, 4, 6 ] card_count:  { '4': 4, '6': 1 } bid:  852
serial:  865 cards:  44454 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 4, 5, 4 ] card_count:  { '4': 4, '5': 1 } bid:  233
serial:  866 cards:  444Q4 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 4, 12, 4 ] card_count:  { '4': 4, Q: 1 } bid:  311
serial:  867 cards:  4494J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 9, 4, 1 ] card_count:  { '4': 3, '9': 1 } bid:  496
serial:  868 cards:  44T44 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 4, 10, 4, 4 ] card_count:  { '4': 4, T: 1 } bid:  821
serial:  869 cards:  46J4J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 6, 1, 4, 1 ] card_count:  { '4': 2, '6': 1 } bid:  945
serial:  870 cards:  48J88 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 8, 1, 8, 8 ] card_count:  { '4': 1, '8': 3 } bid:  834
serial:  871 cards:  4A4J4 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 14, 4, 1, 4 ] card_count:  { '4': 3, A: 1 } bid:  97
serial:  872 cards:  4AAAJ 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 4, 14, 14, 14, 1 ] card_count:  { '4': 1, A: 3 } bid:  183
serial:  873 cards:  5J25J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 1, 2, 5, 1 ] card_count:  { '2': 1, '5': 2 } bid:  379
serial:  874 cards:  5J535 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 1, 5, 3, 5 ] card_count:  { '3': 1, '5': 3 } bid:  201
serial:  875 cards:  53333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 3, 3, 3, 3 ] card_count:  { '3': 4, '5': 1 } bid:  883
serial:  876 cards:  55JA5 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 1, 14, 5 ] card_count:  { '5': 3, A: 1 } bid:  115
serial:  877 cards:  5556J 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 5, 6, 1 ] card_count:  { '5': 3, '6': 1 } bid:  40
serial:  878 cards:  55585 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 5, 8, 5 ] card_count:  { '5': 4, '8': 1 } bid:  111
serial:  879 cards:  555Q5 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 5, 12, 5 ] card_count:  { '5': 4, Q: 1 } bid:  353
serial:  880 cards:  55655 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 6, 5, 5 ] card_count:  { '5': 4, '6': 1 } bid:  641
serial:  881 cards:  55KJ5 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 13, 1, 5 ] card_count:  { '5': 3, K: 1 } bid:  285
serial:  882 cards:  55K55 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 5, 13, 5, 5 ] card_count:  { '5': 4, K: 1 } bid:  217
serial:  883 cards:  5T555 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 5, 10, 5, 5, 5 ] card_count:  { '5': 4, T: 1 } bid:  650
serial:  884 cards:  6JJ64 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 1, 1, 6, 4 ] card_count:  { '4': 1, '6': 2 } bid:  888
serial:  885 cards:  6J626 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 1, 6, 2, 6 ] card_count:  { '2': 1, '6': 3 } bid:  289
serial:  886 cards:  62666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 2, 6, 6, 6 ] card_count:  { '2': 1, '6': 4 } bid:  657
serial:  887 cards:  63333 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 3, 3, 3, 3 ] card_count:  { '3': 4, '6': 1 } bid:  172
serial:  888 cards:  63666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 3, 6, 6, 6 ] card_count:  { '3': 1, '6': 4 } bid:  5
serial:  889 cards:  666JA 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 6, 6, 1, 14 ] card_count:  { '6': 3, A: 1 } bid:  414
serial:  890 cards:  66664 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 6, 6, 6, 4 ] card_count:  { '4': 1, '6': 4 } bid:  9
serial:  891 cards:  66T66 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 6, 10, 6, 6 ] card_count:  { '6': 4, T: 1 } bid:  802
serial:  892 cards:  68666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 8, 6, 6, 6 ] card_count:  { '6': 4, '8': 1 } bid:  467
serial:  893 cards:  69666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 9, 6, 6, 6 ] card_count:  { '6': 4, '9': 1 } bid:  705
serial:  894 cards:  6K666 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 6, 13, 6, 6, 6 ] card_count:  { '6': 4, K: 1 } bid:  474
serial:  895 cards:  7J727 	type:  four of kind 	hand_value:  4000 rank_card_on_index:  [ 7, 1, 7, 2, 7 ] card_count:  { '2': 1, '7': 3 } bid:  968
